date,pd1r1,pd2r1,pd3r1,pd1ir1,pd2ir1,pd3ir1,pd1r2,pd2r2,pd3r2,pd1ir2,pd2ir2,pd3ir2,pd1r3,pd2r3,pd3r3,pd1ir3,pd2ir3,pd3ir3
2:19:21 PM,6.451612903,7.52688172,1.075268817,36.55913978,75.2688172,250.5376344,6.451612903,3.225806452,0,17.20430108,35.48387097,35.48387097,5.376344086,1.075268817,0,9.677419355,13.97849462,8.602150538
2:19:25 PM,6.451612903,7.52688172,1.075268817,36.55913978,75.2688172,249.4623656,5.376344086,3.225806452,0,17.20430108,35.48387097,35.48387097,5.376344086,1.075268817,0,9.677419355,13.97849462,8.602150538
2:19:29 PM,6.451612903,7.52688172,1.075268817,37.6344086,75.2688172,249.4623656,5.376344086,3.225806452,0,16.12903226,35.48387097,35.48387097,5.376344086,1.075268817,0,9.677419355,15.05376344,8.602150538
2:19:33 PM,6.451612903,8.602150538,1.075268817,37.6344086,75.2688172,249.4623656,5.376344086,3.225806452,0,17.20430108,35.48387097,35.48387097,5.376344086,1.075268817,0,9.677419355,13.97849462,7.52688172
2:19:37 PM,6.451612903,8.602150538,1.075268817,36.55913978,75.2688172,249.4623656,6.451612903,3.225806452,0,17.20430108,34.40860215,34.40860215,5.376344086,1.075268817,0,8.602150538,15.05376344,8.602150538
2:19:41 PM,6.451612903,7.52688172,1.075268817,37.6344086,76.34408602,248.3870968,5.376344086,3.225806452,0,17.20430108,35.48387097,35.48387097,5.376344086,1.075268817,0,9.677419355,15.05376344,8.602150538
2:19:45 PM,6.451612903,7.52688172,1.075268817,37.6344086,76.34408602,249.4623656,5.376344086,3.225806452,0,17.20430108,35.48387097,35.48387097,5.376344086,1.075268817,0,8.602150538,15.05376344,8.602150538
2:19:49 PM,6.451612903,7.52688172,1.075268817,36.55913978,75.2688172,249.4623656,5.376344086,3.225806452,0,16.12903226,35.48387097,35.48387097,4.301075269,1.075268817,0,8.602150538,13.97849462,8.602150538
2:19:53 PM,5.376344086,7.52688172,1.075268817,36.55913978,74.19354839,247.311828,5.376344086,3.225806452,0,16.12903226,34.40860215,34.40860215,5.376344086,1.075268817,0,8.602150538,13.97849462,7.52688172
2:19:57 PM,6.451612903,7.52688172,1.075268817,36.55913978,75.2688172,248.3870968,5.376344086,3.225806452,0,17.20430108,35.48387097,35.48387097,5.376344086,1.075268817,0,8.602150538,13.97849462,7.52688172
2:20:01 PM,6.451612903,7.52688172,1.075268817,36.55913978,74.19354839,247.311828,5.376344086,3.225806452,0,16.12903226,34.40860215,34.40860215,5.376344086,1.075268817,0,8.602150538,13.97849462,7.52688172
2:20:05 PM,6.451612903,6.451612903,1.075268817,36.55913978,74.19354839,247.311828,5.376344086,3.225806452,0,16.12903226,34.40860215,34.40860215,5.376344086,1.075268817,0,8.602150538,13.97849462,7.52688172
2:20:09 PM,6.451612903,7.52688172,1.075268817,36.55913978,74.19354839,247.311828,5.376344086,3.225806452,0,17.20430108,34.40860215,34.40860215,5.376344086,1.075268817,0,8.602150538,15.05376344,7.52688172
2:20:13 PM,6.451612903,7.52688172,1.075268817,36.55913978,73.11827957,247.311828,5.376344086,3.225806452,0,17.20430108,34.40860215,34.40860215,5.376344086,1.075268817,0,8.602150538,13.97849462,7.52688172
2:20:17 PM,6.451612903,7.52688172,1.075268817,36.55913978,73.11827957,247.311828,5.376344086,3.225806452,0,16.12903226,34.40860215,34.40860215,5.376344086,1.075268817,0,8.602150538,13.97849462,7.52688172
2:20:21 PM,6.451612903,7.52688172,1.075268817,36.55913978,74.19354839,247.311828,5.376344086,3.225806452,0,17.20430108,33.33333333,33.33333333,5.376344086,1.075268817,0,8.602150538,13.97849462,7.52688172
2:20:25 PM,6.451612903,7.52688172,0,35.48387097,73.11827957,246.2365591,5.376344086,3.225806452,0,17.20430108,34.40860215,34.40860215,5.376344086,1.075268817,0,8.602150538,13.97849462,7.52688172
2:20:29 PM,6.451612903,7.52688172,1.075268817,36.55913978,75.2688172,247.311828,5.376344086,3.225806452,0,16.12903226,34.40860215,34.40860215,5.376344086,1.075268817,0,9.677419355,13.97849462,8.602150538
2:20:33 PM,6.451612903,7.52688172,1.075268817,36.55913978,74.19354839,247.311828,5.376344086,3.225806452,0,17.20430108,35.48387097,35.48387097,5.376344086,1.075268817,0,9.677419355,13.97849462,7.52688172
2:20:37 PM,6.451612903,7.52688172,1.075268817,36.55913978,74.19354839,246.2365591,6.451612903,3.225806452,0,17.20430108,34.40860215,34.40860215,5.376344086,1.075268817,0,8.602150538,13.97849462,7.52688172
2:20:41 PM,6.451612903,7.52688172,0,36.55913978,74.19354839,246.2365591,5.376344086,3.225806452,0,17.20430108,34.40860215,34.40860215,5.376344086,1.075268817,0,8.602150538,13.97849462,7.52688172
2:20:45 PM,6.451612903,7.52688172,1.075268817,35.48387097,74.19354839,246.2365591,5.376344086,3.225806452,0,16.12903226,34.40860215,34.40860215,5.376344086,1.075268817,0,9.677419355,13.97849462,7.52688172
2:20:49 PM,6.451612903,7.52688172,1.075268817,35.48387097,73.11827957,246.2365591,5.376344086,3.225806452,0,16.12903226,34.40860215,34.40860215,5.376344086,1.075268817,0,8.602150538,13.97849462,7.52688172
2:20:53 PM,6.451612903,7.52688172,1.075268817,35.48387097,73.11827957,246.2365591,5.376344086,3.225806452,0,16.12903226,34.40860215,34.40860215,5.376344086,1.075268817,0,8.602150538,13.97849462,7.52688172
2:20:57 PM,6.451612903,7.52688172,1.075268817,36.55913978,74.19354839,245.1612903,5.376344086,3.225806452,0,17.20430108,34.40860215,34.40860215,5.376344086,1.075268817,0,6.451612903,12.90322581,7.52688172
2:21:01 PM,3.225806452,6.451612903,1.075268817,36.55913978,75.2688172,246.2365591,5.376344086,3.225806452,0,16.12903226,34.40860215,34.40860215,4.301075269,1.075268817,0,8.602150538,13.97849462,7.52688172
2:21:05 PM,5.376344086,7.52688172,1.075268817,35.48387097,74.19354839,246.2365591,5.376344086,3.225806452,0,16.12903226,34.40860215,34.40860215,4.301075269,1.075268817,0,8.602150538,13.97849462,7.52688172
2:21:09 PM,5.376344086,7.52688172,1.075268817,35.48387097,73.11827957,245.1612903,4.301075269,3.225806452,0,16.12903226,34.40860215,34.40860215,4.301075269,1.075268817,0,8.602150538,13.97849462,7.52688172
2:21:13 PM,5.376344086,7.52688172,1.075268817,34.40860215,73.11827957,245.1612903,5.376344086,3.225806452,0,16.12903226,33.33333333,33.33333333,5.376344086,1.075268817,0,8.602150538,12.90322581,7.52688172
2:21:17 PM,5.376344086,6.451612903,1.075268817,34.40860215,72.04301075,244.0860215,5.376344086,3.225806452,0,16.12903226,33.33333333,33.33333333,4.301075269,1.075268817,0,8.602150538,12.90322581,7.52688172
2:21:21 PM,5.376344086,6.451612903,1.075268817,34.40860215,70.96774194,243.0107527,5.376344086,3.225806452,0,16.12903226,32.25806452,32.25806452,5.376344086,1.075268817,0,8.602150538,12.90322581,7.52688172
2:21:25 PM,5.376344086,6.451612903,1.075268817,35.48387097,72.04301075,241.9354839,5.376344086,3.225806452,0,15.05376344,32.25806452,32.25806452,4.301075269,1.075268817,0,8.602150538,12.90322581,6.451612903
2:21:29 PM,5.376344086,6.451612903,1.075268817,34.40860215,70.96774194,241.9354839,5.376344086,3.225806452,0,15.05376344,32.25806452,32.25806452,5.376344086,0,0,8.602150538,12.90322581,6.451612903
2:21:33 PM,5.376344086,6.451612903,0,34.40860215,69.89247312,240.8602151,5.376344086,3.225806452,0,15.05376344,32.25806452,32.25806452,4.301075269,1.075268817,0,7.52688172,12.90322581,6.451612903
2:21:37 PM,5.376344086,6.451612903,1.075268817,33.33333333,69.89247312,240.8602151,5.376344086,3.225806452,0,15.05376344,32.25806452,32.25806452,5.376344086,1.075268817,0,8.602150538,12.90322581,7.52688172
2:21:41 PM,5.376344086,6.451612903,0,33.33333333,69.89247312,239.7849462,4.301075269,2.150537634,0,15.05376344,32.25806452,32.25806452,4.301075269,0,0,7.52688172,12.90322581,7.52688172
2:21:45 PM,5.376344086,6.451612903,0,33.33333333,68.8172043,239.7849462,5.376344086,3.225806452,0,13.97849462,31.1827957,31.1827957,4.301075269,1.075268817,0,7.52688172,12.90322581,6.451612903
2:21:49 PM,5.376344086,6.451612903,1.075268817,32.25806452,68.8172043,238.7096774,4.301075269,2.150537634,0,15.05376344,31.1827957,31.1827957,4.301075269,0,0,7.52688172,12.90322581,6.451612903
2:21:53 PM,5.376344086,6.451612903,0,33.33333333,70.96774194,239.7849462,4.301075269,3.225806452,0,12.90322581,32.25806452,32.25806452,3.225806452,0,0,8.602150538,15.05376344,7.52688172
2:21:57 PM,5.376344086,7.52688172,1.075268817,35.48387097,74.19354839,244.0860215,5.376344086,3.225806452,0,16.12903226,33.33333333,33.33333333,6.451612903,1.075268817,0,8.602150538,12.90322581,7.52688172
2:22:01 PM,6.451612903,7.52688172,0,35.48387097,72.04301075,244.0860215,5.376344086,3.225806452,0,17.20430108,34.40860215,34.40860215,6.451612903,1.075268817,0,8.602150538,13.97849462,7.52688172
2:22:05 PM,6.451612903,7.52688172,0,35.48387097,72.04301075,245.1612903,5.376344086,3.225806452,0,16.12903226,33.33333333,33.33333333,5.376344086,1.075268817,0,8.602150538,13.97849462,6.451612903
2:22:09 PM,6.451612903,7.52688172,1.075268817,36.55913978,73.11827957,245.1612903,6.451612903,3.225806452,0,17.20430108,34.40860215,34.40860215,6.451612903,1.075268817,0,9.677419355,13.97849462,7.52688172
2:22:13 PM,6.451612903,7.52688172,1.075268817,35.48387097,73.11827957,245.1612903,6.451612903,3.225806452,0,17.20430108,34.40860215,34.40860215,6.451612903,1.075268817,0,9.677419355,13.97849462,7.52688172
2:22:17 PM,6.451612903,7.52688172,1.075268817,36.55913978,73.11827957,246.2365591,6.451612903,3.225806452,0,16.12903226,34.40860215,34.40860215,5.376344086,1.075268817,0,9.677419355,13.97849462,7.52688172
2:22:21 PM,6.451612903,7.52688172,1.075268817,36.55913978,73.11827957,245.1612903,6.451612903,3.225806452,0,17.20430108,34.40860215,34.40860215,5.376344086,1.075268817,0,9.677419355,13.97849462,7.52688172
2:22:25 PM,6.451612903,7.52688172,1.075268817,35.48387097,73.11827957,245.1612903,5.376344086,3.225806452,0,17.20430108,34.40860215,34.40860215,6.451612903,1.075268817,0,9.677419355,13.97849462,7.52688172
2:22:29 PM,6.451612903,7.52688172,1.075268817,35.48387097,73.11827957,245.1612903,6.451612903,3.225806452,0,17.20430108,34.40860215,34.40860215,5.376344086,1.075268817,0,8.602150538,13.97849462,7.52688172
2:22:33 PM,6.451612903,7.52688172,1.075268817,36.55913978,73.11827957,244.0860215,6.451612903,3.225806452,0,17.20430108,34.40860215,34.40860215,6.451612903,1.075268817,0,8.602150538,13.97849462,7.52688172
2:22:37 PM,6.451612903,7.52688172,1.075268817,35.48387097,73.11827957,244.0860215,6.451612903,3.225806452,0,17.20430108,34.40860215,34.40860215,6.451612903,1.075268817,0,8.602150538,13.97849462,7.52688172
2:22:41 PM,6.451612903,7.52688172,1.075268817,35.48387097,73.11827957,245.1612903,6.451612903,3.225806452,0,17.20430108,34.40860215,34.40860215,6.451612903,1.075268817,0,8.602150538,13.97849462,7.52688172
2:22:45 PM,6.451612903,7.52688172,1.075268817,35.48387097,73.11827957,245.1612903,6.451612903,3.225806452,0,17.20430108,34.40860215,34.40860215,6.451612903,1.075268817,0,9.677419355,13.97849462,7.52688172
2:22:49 PM,6.451612903,7.52688172,1.075268817,36.55913978,73.11827957,244.0860215,6.451612903,3.225806452,0,17.20430108,34.40860215,34.40860215,6.451612903,1.075268817,0,8.602150538,13.97849462,7.52688172
2:22:53 PM,2.150537634,5.376344086,0,35.48387097,73.11827957,244.0860215,5.376344086,3.225806452,0,16.12903226,34.40860215,34.40860215,5.376344086,1.075268817,0,7.52688172,13.97849462,7.52688172
2:22:57 PM,5.376344086,7.52688172,1.075268817,34.40860215,73.11827957,244.0860215,5.376344086,3.225806452,0,16.12903226,33.33333333,33.33333333,5.376344086,1.075268817,0,8.602150538,12.90322581,7.52688172
2:23:01 PM,5.376344086,7.52688172,1.075268817,34.40860215,72.04301075,244.0860215,5.376344086,3.225806452,0,16.12903226,32.25806452,32.25806452,5.376344086,0,0,8.602150538,12.90322581,7.52688172
2:23:05 PM,5.376344086,6.451612903,0,33.33333333,70.96774194,243.0107527,4.301075269,3.225806452,0,15.05376344,32.25806452,32.25806452,4.301075269,0,0,6.451612903,12.90322581,6.451612903
2:23:09 PM,4.301075269,6.451612903,0,32.25806452,70.96774194,241.9354839,3.225806452,3.225806452,0,15.05376344,33.33333333,33.33333333,4.301075269,1.075268817,0,7.52688172,12.90322581,6.451612903
2:23:13 PM,5.376344086,6.451612903,0,33.33333333,70.96774194,241.9354839,4.301075269,3.225806452,0,15.05376344,33.33333333,33.33333333,4.301075269,1.075268817,0,8.602150538,12.90322581,6.451612903
2:23:17 PM,5.376344086,7.52688172,1.075268817,33.33333333,70.96774194,241.9354839,5.376344086,3.225806452,0,15.05376344,32.25806452,32.25806452,5.376344086,1.075268817,0,8.602150538,12.90322581,6.451612903
2:23:21 PM,4.301075269,6.451612903,0,33.33333333,69.89247312,241.9354839,4.301075269,2.150537634,0,13.97849462,31.1827957,31.1827957,4.301075269,0,0,6.451612903,11.82795699,6.451612903
2:23:25 PM,4.301075269,6.451612903,0,32.25806452,68.8172043,239.7849462,3.225806452,2.150537634,0,12.90322581,30.10752688,30.10752688,3.225806452,0,0,5.376344086,12.90322581,6.451612903
2:23:29 PM,3.225806452,6.451612903,1.075268817,30.10752688,68.8172043,239.7849462,2.150537634,2.150537634,0,11.82795699,31.1827957,31.1827957,3.225806452,0,0,6.451612903,11.82795699,6.451612903
2:23:33 PM,4.301075269,6.451612903,0,31.1827957,67.74193548,238.7096774,3.225806452,2.150537634,0,12.90322581,31.1827957,31.1827957,3.225806452,0,0,6.451612903,11.82795699,6.451612903
2:23:37 PM,3.225806452,6.451612903,0,31.1827957,67.74193548,238.7096774,2.150537634,2.150537634,0,11.82795699,30.10752688,30.10752688,2.150537634,0,0,6.451612903,11.82795699,6.451612903
2:23:41 PM,4.301075269,6.451612903,0,31.1827957,67.74193548,236.5591398,3.225806452,3.225806452,0,12.90322581,30.10752688,30.10752688,2.150537634,0,0,5.376344086,12.90322581,6.451612903
2:23:45 PM,4.301075269,6.451612903,0,31.1827957,67.74193548,236.5591398,4.301075269,3.225806452,0,13.97849462,30.10752688,30.10752688,4.301075269,1.075268817,0,7.52688172,12.90322581,6.451612903
2:23:49 PM,5.376344086,6.451612903,0,32.25806452,67.74193548,236.5591398,5.376344086,3.225806452,0,13.97849462,30.10752688,30.10752688,5.376344086,1.075268817,0,7.52688172,12.90322581,5.376344086
2:23:53 PM,5.376344086,6.451612903,0,33.33333333,67.74193548,235.483871,5.376344086,3.225806452,0,12.90322581,31.1827957,31.1827957,3.225806452,0,0,8.602150538,13.97849462,6.451612903
2:23:57 PM,6.451612903,7.52688172,0,35.48387097,72.04301075,240.8602151,6.451612903,3.225806452,0,16.12903226,33.33333333,33.33333333,6.451612903,1.075268817,0,9.677419355,13.97849462,6.451612903
2:24:01 PM,6.451612903,7.52688172,0,35.48387097,73.11827957,241.9354839,4.301075269,3.225806452,0,13.97849462,31.1827957,31.1827957,4.301075269,2.150537634,0,8.602150538,13.97849462,6.451612903
2:24:05 PM,6.451612903,7.52688172,0,35.48387097,74.19354839,241.9354839,5.376344086,3.225806452,0,17.20430108,34.40860215,34.40860215,5.376344086,1.075268817,0,9.677419355,13.97849462,7.52688172
2:24:09 PM,6.451612903,7.52688172,1.075268817,35.48387097,72.04301075,243.0107527,6.451612903,3.225806452,0,17.20430108,34.40860215,34.40860215,5.376344086,1.075268817,0,9.677419355,13.97849462,7.52688172
2:24:13 PM,6.451612903,7.52688172,1.075268817,35.48387097,72.04301075,241.9354839,6.451612903,3.225806452,0,16.12903226,33.33333333,33.33333333,5.376344086,1.075268817,0,9.677419355,13.97849462,7.52688172
2:24:17 PM,6.451612903,6.451612903,1.075268817,36.55913978,73.11827957,241.9354839,6.451612903,3.225806452,0,16.12903226,33.33333333,33.33333333,5.376344086,1.075268817,0,9.677419355,12.90322581,6.451612903
2:24:21 PM,6.451612903,7.52688172,1.075268817,36.55913978,73.11827957,241.9354839,6.451612903,3.225806452,0,16.12903226,33.33333333,33.33333333,6.451612903,1.075268817,0,9.677419355,12.90322581,7.52688172
2:24:25 PM,6.451612903,6.451612903,1.075268817,35.48387097,72.04301075,241.9354839,6.451612903,3.225806452,0,17.20430108,34.40860215,34.40860215,6.451612903,1.075268817,0,9.677419355,13.97849462,7.52688172
2:24:29 PM,6.451612903,7.52688172,1.075268817,35.48387097,73.11827957,243.0107527,5.376344086,3.225806452,0,17.20430108,33.33333333,33.33333333,6.451612903,1.075268817,0,8.602150538,13.97849462,7.52688172
2:24:33 PM,6.451612903,7.52688172,1.075268817,35.48387097,73.11827957,241.9354839,6.451612903,3.225806452,0,17.20430108,34.40860215,34.40860215,6.451612903,1.075268817,0,9.677419355,13.97849462,6.451612903
2:24:37 PM,6.451612903,7.52688172,1.075268817,35.48387097,73.11827957,243.0107527,6.451612903,3.225806452,0,17.20430108,34.40860215,34.40860215,6.451612903,1.075268817,0,8.602150538,13.97849462,6.451612903
2:24:41 PM,6.451612903,7.52688172,1.075268817,35.48387097,73.11827957,243.0107527,6.451612903,3.225806452,0,16.12903226,34.40860215,34.40860215,5.376344086,1.075268817,0,8.602150538,12.90322581,7.52688172
2:24:45 PM,6.451612903,7.52688172,0,35.48387097,73.11827957,243.0107527,6.451612903,3.225806452,0,16.12903226,33.33333333,33.33333333,5.376344086,1.075268817,0,8.602150538,12.90322581,7.52688172
2:24:49 PM,6.451612903,7.52688172,1.075268817,35.48387097,72.04301075,241.9354839,6.451612903,3.225806452,0,16.12903226,33.33333333,33.33333333,5.376344086,1.075268817,0,7.52688172,13.97849462,7.52688172
2:24:53 PM,4.301075269,6.451612903,1.075268817,34.40860215,72.04301075,240.8602151,5.376344086,3.225806452,0,17.20430108,35.48387097,35.48387097,7.52688172,1.075268817,0,9.677419355,13.97849462,7.52688172
2:24:57 PM,7.52688172,7.52688172,1.075268817,36.55913978,72.04301075,241.9354839,6.451612903,3.225806452,0,17.20430108,33.33333333,33.33333333,6.451612903,1.075268817,0,9.677419355,13.97849462,7.52688172
2:25:01 PM,7.52688172,7.52688172,1.075268817,36.55913978,72.04301075,241.9354839,6.451612903,2.150537634,0,17.20430108,33.33333333,33.33333333,7.52688172,1.075268817,0,10.75268817,13.97849462,7.52688172
2:25:05 PM,7.52688172,7.52688172,1.075268817,36.55913978,72.04301075,241.9354839,6.451612903,3.225806452,0,18.27956989,33.33333333,33.33333333,7.52688172,1.075268817,0,9.677419355,13.97849462,7.52688172
2:25:09 PM,7.52688172,7.52688172,1.075268817,36.55913978,73.11827957,241.9354839,7.52688172,3.225806452,0,18.27956989,33.33333333,33.33333333,7.52688172,1.075268817,0,10.75268817,13.97849462,7.52688172
2:25:13 PM,7.52688172,7.52688172,1.075268817,36.55913978,73.11827957,241.9354839,7.52688172,3.225806452,0,18.27956989,33.33333333,33.33333333,7.52688172,1.075268817,0,10.75268817,13.97849462,7.52688172
2:25:17 PM,7.52688172,7.52688172,1.075268817,36.55913978,73.11827957,240.8602151,7.52688172,2.150537634,0,18.27956989,35.48387097,35.48387097,6.451612903,1.075268817,0,9.677419355,12.90322581,7.52688172
2:25:21 PM,7.52688172,6.451612903,1.075268817,35.48387097,69.89247312,240.8602151,6.451612903,3.225806452,0,17.20430108,32.25806452,32.25806452,6.451612903,1.075268817,0,9.677419355,12.90322581,7.52688172
2:25:25 PM,7.52688172,6.451612903,0,35.48387097,70.96774194,240.8602151,6.451612903,2.150537634,0,17.20430108,32.25806452,32.25806452,6.451612903,0,0,9.677419355,12.90322581,6.451612903
2:25:29 PM,7.52688172,6.451612903,1.075268817,36.55913978,72.04301075,240.8602151,6.451612903,3.225806452,0,17.20430108,32.25806452,32.25806452,6.451612903,0,0,9.677419355,12.90322581,7.52688172
2:25:33 PM,7.52688172,7.52688172,1.075268817,36.55913978,72.04301075,240.8602151,6.451612903,2.150537634,0,17.20430108,33.33333333,33.33333333,6.451612903,1.075268817,0,9.677419355,12.90322581,7.52688172
2:25:37 PM,7.52688172,7.52688172,1.075268817,36.55913978,72.04301075,240.8602151,6.451612903,3.225806452,0,17.20430108,33.33333333,33.33333333,6.451612903,0,0,9.677419355,13.97849462,7.52688172
2:25:41 PM,7.52688172,7.52688172,1.075268817,35.48387097,72.04301075,241.9354839,7.52688172,3.225806452,0,17.20430108,33.33333333,33.33333333,7.52688172,1.075268817,0,9.677419355,12.90322581,7.52688172
2:25:45 PM,7.52688172,7.52688172,1.075268817,36.55913978,70.96774194,241.9354839,7.52688172,3.225806452,0,17.20430108,33.33333333,33.33333333,7.52688172,1.075268817,0,9.677419355,12.90322581,7.52688172
2:25:49 PM,7.52688172,6.451612903,1.075268817,35.48387097,72.04301075,240.8602151,7.52688172,3.225806452,0,17.20430108,33.33333333,33.33333333,6.451612903,1.075268817,0,9.677419355,13.97849462,6.451612903
2:25:53 PM,6.451612903,6.451612903,0,34.40860215,70.96774194,241.9354839,5.376344086,2.150537634,0,16.12903226,32.25806452,32.25806452,4.301075269,0,0,8.602150538,12.90322581,7.52688172
2:25:57 PM,5.376344086,6.451612903,0,33.33333333,70.96774194,240.8602151,4.301075269,2.150537634,0,15.05376344,32.25806452,32.25806452,5.376344086,0,0,7.52688172,12.90322581,7.52688172
2:26:01 PM,5.376344086,6.451612903,1.075268817,33.33333333,69.89247312,240.8602151,4.301075269,2.150537634,0,15.05376344,32.25806452,32.25806452,4.301075269,0,0,7.52688172,12.90322581,6.451612903
2:26:05 PM,5.376344086,6.451612903,1.075268817,32.25806452,69.89247312,240.8602151,5.376344086,3.225806452,0,17.20430108,32.25806452,32.25806452,6.451612903,1.075268817,0,9.677419355,12.90322581,7.52688172
2:26:09 PM,7.52688172,6.451612903,0,35.48387097,70.96774194,239.7849462,6.451612903,3.225806452,0,17.20430108,33.33333333,33.33333333,6.451612903,1.075268817,0,9.677419355,13.97849462,7.52688172
2:26:13 PM,7.52688172,7.52688172,0,35.48387097,70.96774194,239.7849462,6.451612903,3.225806452,0,17.20430108,33.33333333,33.33333333,6.451612903,1.075268817,0,10.75268817,12.90322581,6.451612903
2:26:17 PM,7.52688172,7.52688172,1.075268817,35.48387097,70.96774194,238.7096774,6.451612903,2.150537634,0,16.12903226,33.33333333,33.33333333,6.451612903,0,0,9.677419355,13.97849462,7.52688172
2:26:21 PM,7.52688172,7.52688172,0,35.48387097,70.96774194,239.7849462,7.52688172,3.225806452,0,17.20430108,33.33333333,33.33333333,6.451612903,1.075268817,0,8.602150538,12.90322581,6.451612903
2:26:25 PM,6.451612903,7.52688172,0,34.40860215,69.89247312,237.6344086,6.451612903,3.225806452,0,16.12903226,31.1827957,31.1827957,6.451612903,1.075268817,0,9.677419355,12.90322581,6.451612903
2:26:29 PM,7.52688172,6.451612903,1.075268817,34.40860215,68.8172043,236.5591398,7.52688172,3.225806452,0,16.12903226,31.1827957,31.1827957,6.451612903,1.075268817,0,9.677419355,12.90322581,6.451612903
2:26:33 PM,7.52688172,7.52688172,0,34.40860215,68.8172043,236.5591398,6.451612903,3.225806452,0,16.12903226,31.1827957,31.1827957,5.376344086,1.075268817,0,7.52688172,11.82795699,6.451612903
